GeneNames,ExtraTreesClassifier,RandomForestClassifier,AdaBoostClassifier,XGBClassifier,LinearDiscriminantAnalysis,SVC,LassoRegression,RidgeRegression,Average
EVI5L,0.0518420437,0.0320385619,0.0,0.0,0.2555931026,0.3210175069,0.0,0.2624401864,0.1153664252
TBC1D13,0.0164481233,0.0333081912,0.0,0.08970405161380768,0.3312710664,0.2200574437,0.0238681819,0.2016848395,0.1145427372
RAB3IP,0.0493096546,0.0123330206,0.0,0.0,0.2881446801,0.3100710206,0.0231896221,0.2319356454,0.1143729554
ALG13,0.1370268347,0.0058454129,0.0,0.032724276185035706,0.203576811,0.396327559,0.0,0.1289187202,0.1130524517
PSD4,0.1390593715,0.0,0.0,0.0,0.13957144,0.3478579832,0.0561825475,0.2209123546,0.1129479621
PRKCSH,0.0950855169,0.0082683756,0.0,0.0,0.3496846072,0.2598163057,0.0,0.1765563494,0.1111763944
HSPA5,0.0379552229,0.0,0.0,0.0,0.1738068876,0.4182285075,0.0162874066,0.241106256,0.1109230351
RAB32,0.1057608798,0.0952729355,0.0,0.04794260114431381,0.130921375,0.3076458557,0.0,0.1967073661,0.1105313767
RAB2B,0.0668124056,0.0577855896,0.0,0.0,0.2620521895,0.3067591441,0.0,0.1849959803,0.1098006636
RAB38,0.0532856011,0.0206308691,0.0,0.0059180306270718575,0.2556638583,0.3484096079,0.0,0.1919822298,0.1094862746
DNMBP,0.1468416258,0.3149260114,0.0,0.0,0.1501387285,0.1176574783,0.0,0.1452257302,0.1093486968
RAB43,0.0157508621,0.0210739369,0.0,0.0775948017835617,0.2299932887,0.3291288592,0.0,0.1967360969,0.1087847307
AP3S1,0.0533397748,0.0537710835,0.0,0.04176294431090355,0.1572244162,0.3813032157,0.0,0.1805783835,0.1084974773
GALNT11,0.0622878815,0.0889480699,0.0,0.0,0.0667429034,0.3056232384,0.0680096239,0.2759065505,0.1084397834
TOR1A,0.0513545204,0.1100898932,0.0,0.0,0.3317730614,0.1903440229,0.0,0.1795519681,0.1078891832
JUN,0.0556274105,0.0,0.0,0.013174744322896004,0.149966017,0.3152197705,0.0813453075,0.2458596711,0.1076491151
